Ft 0,Ft 1,Ft 2,Ft 3,Ft 4,Ft 5,Ft 6,Ft 7,Ft 8,Ft 9,Ft 10,Ft 11,Ft 12,Ft 13,Ft14,Ft15,Ft16,Ft17,mark
1.246983278403738,0.6550059515634771,0.6813476600744678,1.116768525866826,4.442930504810245,0.7368802295259617,12.78539249817122,31,male,low,266.0,True,3,3,0,little,repairs,1,0
1.258348007891225,0.6340458706918072,0.9227801239507384,0.7693705557398777,0.6694925208302817,0.3489268255717144,3.916439858745881,46,male,very_low,538.0,True,5,4,0,quite rich,education,0,0
1.456787370320337,1.435128144058436,0.403465272308676,0.4049137125417221,1.086150273862125,1.571479144427126,7.89641609168545,72,male,medium,449.0,True,5,4,0,moderate,business,1,0
0.9014153303469117,0.7429368242961948,0.364424852594424,0.2614794976487202,1.238839443244238,2.690765149421402,13.8142128349384,74,male,low,191.0,True,0,0,0,moderate,radio/TV,1,0
1.65892546173285,1.079589880209253,0.880566721784344,1.877243328749422,3.596037838248525,5.782861565779756,60.64667893021752,69,female,high,317.0,True,5,3,0,rich,vacation/others,0,0
2.164595214923229,1.017303240718761,0.6566538865502918,0.5089692663226596,0.5410164783589092,0.7920311817478387,11.59762988497927,28,male,high,524.0,True,5,2,1,quite rich,vacation/others,1,0
0.9293905732601371,1.17779662474366,0.2651060114312043,0.05755680224998767,0.1091430085732265,4.406316286358368,6.455287441377825,79,male,very_low,266.0,True,2,0,0,little,repairs,1,0
0.8643139310323585,1.350469977746316,0.1107441458036084,2.285677975438568,4.182720202639846,0.3579383737512567,7.911517902693191,48,male,medium,357.0,False,0,0,0,moderate,radio/TV,1,0
1.501770616086426,1.149049187377237,0.4950995972561403,1.85854321243969,3.085305399460373,2.399957681267006,19.87349907855115,44,male,very_low,151.0,False,0,0,0,little,car,1,0
1.395506707496702,1.136710300058022,0.8988560069853585,0.7140465132935393,1.887338237814049,0.5412416649953186,3.75318103603051,74,male,high,512.0,False,4,3,0,little,radio/TV,0,0
1.180013360739874,0.5280685930796234,2.783489689291034,0.1643282580919342,0.1330265032250508,1.376853289339382,3.914908030303804,30,male,high,768.0,True,2,1,1,little,repairs,1,0
2.9623889428965,1.591242940832594,0.6642477663625521,1.868990936140027,2.671724576655689,1.730481175110294,14.29962477124021,53,male,medium,822.0,True,2,2,0,moderate,vacation/others,0,0
0.9939314623911313,0.7548213875941194,0.8561181919148492,1.162136293953327,0.612726385002058,0.2363754741268421,8.15294602641467,35,male,high,300.0,True,2,2,0,rich,vacation/others,1,0
1.212809805899097,1.502155643095263,0.8221762363419202,0.0476501857360099,0.04833001008336307,1.998420464565323,4.2604928810524,66,male,high,478.0,False,0,0,0,rich,business,1,0
0.3554582668679097,0.469742031377633,0.7428339698361823,3.072647756694924,0.02153613454258439,0.01824996671113166,4.818874307288642,55,male,medium,266.0,,0,0,0,little,radio/TV,1,0
1.691210110293223,1.188082880838937,1.301472231360537,1.380646564343665,0.5807831990371692,3.064535950723011,7.39207627453642,61,male,medium,718.0,False,0,0,0,little,furniture/equipment,1,0
0.956167105114568,1.255773514309451,0.2206571814555376,0.5475118392790639,6.767671356895251e-06,0.1799273115258817,10.40591175646658,76,male,low,119.0,True,4,3,0,rich,repairs,1,0
1.05400246831522,1.394211160981047,1.67267749111177,0.4865632121122029,0.5464398725664906,0.8065093073792331,4.577172420637726,38,male,high,317.0,True,5,3,0,little,business,1,0
0.4253389566536726,1.161319437914236,1.11045706887798,0.4003935607135735,0.6292976391255259,1.832173842843168,15.10587128946334,35,male,high,565.0,False,2,3,0,quite rich,radio/TV,1,0
1.099777657929488,1.14295036269163,1.141546172995084,0.8870933899844907,0.5796035137330627,1.576866243531195,6.324540568810146,49,male,high,905.0,True,5,3,0,little,radio/TV,0,0
4.070900717223021,1.255480230089499,0.799961367514428,0.5492516303693569,0.3338890982659481,0.5096766265409136,11.76473735558116,82,male,high,542.0,True,2,2,0,quite rich,radio/TV,0,0
0.602745139414639,0.7866639796943885,0.3234837911328564,0.4934975603407634,0.05828391829489723,0.7320887845181298,10.94228708900923,72,male,very_low,689.0,True,4,1,0,moderate,radio/TV,1,0
0.8638441067594504,1.717391714495107,0.2842715712838378,2.857551868202457,4.054820451251181,1.774396992105073,19.27849585794205,40,male,medium,529.0,False,0,0,0,,repairs,1,0
1.151829273715644,0.9386083122562535,0.4119537838151594,2.290278589659069,3.440814073412593,2.649689017532116,29.50712642985174,54,male,medium,292.0,False,5,4,0,,furniture/equipment,1,0
1.445847524053082,0.4547633444894839,2.481008077579492,0.9768227156594527,1.141872056499337,2.615586126485894,9.184458610380963,19,male,low,266.0,False,5,3,0,quite rich,education,1,0
0.525742512220013,1.614333412721974,1.754459789500487,2.86678405215563,3.203458763012326,0.6286047732470424,1.505110136737028,22,male,high,748.0,False,5,2,1,quite rich,car,1,0
0.4241202723720665,0.5463127121271286,1.148306522076206,1.436365512054051,0.837335287362635,0.8566054700780615,3.021070863603323,77,male,medium,374.0,True,0,0,0,little,domestic appliances,1,0
0.360538683847157,0.7993811889150712,0.759718036517701,1.025247803603417,8.271850393869022,0.7713778879271124,5.001620266428812,65,male,medium,790.0,True,3,2,0,little,furniture/equipment,0,0
2.087976925057489,1.004167541166611,0.6479181148101186,0.8984445005265247,1.953225107032541,0.660847245836101,14.51824215822888,47,male,high,787.0,True,5,3,0,little,vacation/others,1,0
0.6296700245701272,1.00965272545709,0.7075678078689442,0.3082704086966144,0.04091005353298722,0.5958379474981308,9.418834315232745,30,male,high,151.0,True,5,2,0,quite rich,domestic appliances,0,0
0.7268753513387862,0.3323679054167312,0.3052330074624456,1.874352180588289,1.856269312534204,1.074876204887006,8.377006236309319,64,male,medium,266.0,True,3,4,0,moderate,business,1,0
0.9621435945652385,0.9226068185798604,1.05095217679822,1.427261111591546,0.3146652664465607,0.1232908374187683,10.94734655018287,39,male,medium,339.0,False,5,4,0,moderate,radio/TV,0,0
1.009356308412256,0.8058926045729486,0.5277438583936033,1.095240556429631,0.400856310777875,0.3784746828942619,10.62119277421574,61,male,medium,693.0,True,3,4,0,little,radio/TV,0,0
1.15763495779319,1.446919836837118,1.784886578291349,0.4270420466474316,0.2902882012429148,1.09173670372952,5.298777120421244,31,male,medium,841.0,True,3,3,1,moderate,education,1,0
0.660120137513892,1.682416464034742,1.461664434004502,0.3284199135599004,0.574743641333842,1.406025420524872,14.8410193216073,28,male,medium,371.0,True,0,3,0,quite rich,radio/TV,0,0
0.7656657550256287,0.6224915009170154,0.3918134469242414,0.2262885914004636,0.2746861311329104,1.487945081465064,1.143741240482014,26,male,very_low,266.0,True,5,2,0,rich,radio/TV,1,0
0.881714246336118,1.0963335179721,0.4581688367109114,0.1747051855987711,0.850693025435936,2.636676284666965,7.211966152314103,57,male,medium,261.0,True,3,2,0,little,car,1,0
0.7853487129533839,0.564801164513761,0.1505496841483424,5.628442881621173,4.585570472662754,3.067459475893596,16.05146430186328,47,male,high,916.0,,0,0,0,moderate,radio/TV,0,0
1.097705307468787,0.8987467776968863,0.4990273050345239,1.457972754852177,0.5218614563368413,2.282495844187966,13.66286841098666,67,male,high,549.0,False,4,2,0,quite rich,radio/TV,1,0
0.8261435046116394,1.130347268817669,2.112707776408711,0.4008306027313606,1.197050839375815,7.404819846444791,44.21613849056735,64,female,medium,309.0,False,2,3,0,quite rich,car,1,0
0.4350387056475434,0.7040110799377628,0.3294692196557193,0.2675936749649073,0.1655679153648755,1.515144793189277,6.273207153092003,25,male,high,623.0,True,5,3,1,moderate,repairs,0,0
0.5574113057368677,1.434053626990323,1.2616310366992,2.664643807006886,1.428806691395188,1.883930326408299,6.443021773218558,79,male,medium,596.0,True,3,3,0,quite rich,radio/TV,1,0
1.690684834129197,1.370304181106819,0.7017851768771683,0.8401840676938194,1.320109829274305,2.060577450611649,12.66651293657601,60,male,medium,958.0,True,5,3,0,,business,1,0
0.6523417506111897,0.6396070955886779,1.159317024992884,0.6679803632868562,0.4870412302000658,2.408483919267397,14.76197845477541,58,male,high,921.0,False,4,3,0,moderate,car,0,0
0.6426750673975852,0.7594470670228205,0.8429750193147638,0.6575059271367325,1.553912005372643,2.779657466009438,35.49647536126542,37,male,high,555.0,False,5,3,0,moderate,vacation/others,0,0
1.571749838836795,1.218961988669637,0.845155767782458,0.2414274908318721,0.1678950241656035,0.8437968948856728,6.976764352616875,66,male,very_low,180.0,True,5,3,0,quite rich,radio/TV,1,0
1.610899473896412,0.4740287602377764,0.8397631658385583,0.09907075808013951,0.1796477731667299,1.444118925577007,1.62762680127321,57,male,medium,741.0,True,5,3,0,moderate,radio/TV,1,0
1.194264513934912,0.3312302506659799,0.3296498135487017,4.092594477870233,13.13430995117924,2.307364890902204,27.42627868951345,23,female,medium,860.0,True,5,3,1,little,radio/TV,1,0
1.338144884297283,1.248244746622795,1.208941940230835,2.802086836438067,1.554984971424023,0.0747670270324609,8.195734223480573,63,male,high,266.0,True,5,3,0,little,education,1,0
0.8773536520529602,1.547817586265668,0.1625132153834096,1.773390815358294,2.233131369347613,1.725266594963707,38.51283546486034,59,female,medium,848.0,True,1,2,0,rich,repairs,0,0
0.7371051576452262,0.8170563096795651,0.9615906271986,1.744091708057398,1.274047926054401,2.200179998627344,3.871129014862233,61,male,medium,592.0,False,5,4,0,moderate,domestic appliances,1,0
1.250956714822265,0.8322160663065047,0.8093834847658709,1.743952197563486,0.1792698114757883,0.08889507236728673,6.817668291236179,19,male,high,247.0,True,5,4,0,moderate,car,1,0
0.5422597622139691,0.7208983437506494,0.6634021212864206,1.690986304393975,1.701503035786226,2.621273793789573,22.51715144651174,82,female,medium,396.0,False,3,2,0,moderate,radio/TV,1,0
1.587180092999112,1.25748907753995,1.257859680823927,1.321478122749734,5.336591877271487,3.52621415590129,45.99761106072135,50,male,low,266.0,False,0,3,0,little,radio/TV,1,0
0.5304638901035905,1.161421130514848,0.7852346649846809,0.7955674990453785,1.02099505323596,0.8364628072750713,4.436053168892697,68,male,medium,380.0,True,3,2,0,little,business,1,0
2.959203116248204,1.223768415186952,1.083829732586811,0.210502318050326,0.1560401459848122,0.6103239396166856,1.080165589476036,54,male,medium,218.0,False,5,3,0,quite rich,repairs,1,0
1.408975409165998,1.094775176912167,0.0919456170817228,4.102792369065341,14.73121886808975,2.783899602998806,47.22773012668503,39,male,low,568.0,True,4,1,0,quite rich,car,1,0
1.975136443126633,0.5962600547635463,1.063571996994078,1.580507946031084,1.231127698111556,1.16124805173968,2.764415248263473,83,male,high,868.0,True,5,3,0,little,car,1,0
2.745144429922579,0.897290858552422,0.6526619477624885,0.7582119329100042,2.762481084044236,0.7802944639184991,5.471307913804056,63,male,high,305.0,False,5,3,0,little,radio/TV,1,0
1.706166452152178,1.554419368026155,0.5584305136647081,0.1498623292484251,0.8456814084176626,2.074227495888458,0.4241980296489753,24,male,medium,619.0,True,5,3,1,little,furniture/equipment,0,0
1.221519777789456,1.197078595003289,0.4192382009357668,6.233833871499745,4.526911550795242,2.092741977580359,19.76443752776767,45,male,high,813.0,False,4,3,0,rich,car,1,0
0.597819740206038,0.8152907985644074,1.028513558436977,2.067510807692703,1.532256485141262,0.1461041503162298,16.13435238631049,41,male,high,786.0,True,5,4,0,moderate,education,0,0
1.675765666205484,1.064202252215771,0.4316605956637624,1.967019501478239,4.629926399478776,3.641320400803915,32.81474816167455,39,male,medium,144.0,True,2,3,0,little,furniture/equipment,0,0
0.7108124035855102,2.564655967562898,1.06889934596099,0.7905603550107846,1.185280129941968,1.408490502113323,11.63769246571002,80,male,very_low,582.0,True,1,1,0,,radio/TV,0,0
0.1870998151006813,1.011047857067328,0.5072550969561236,1.963436005640298,2.06807808999527,2.399996879980472,15.14169911618927,45,male,very_low,542.0,False,3,2,0,little,business,1,0
0.5535398524817586,1.051487719519449,0.3296352910559899,1.410642202723046,1.314228272969462,1.620221103039168,23.20768087325636,25,female,high,473.0,False,5,2,1,little,repairs,0,0
0.9673240336716569,1.303293318729847,1.198728150930754,1.143875430567713,2.52712598869,0.2818099190142068,7.518908794370359,24,male,medium,751.0,False,5,2,1,,radio/TV,1,0
2.250765499268058,1.133665450907479,0.948243806976681,0.5336610628906172,0.07846657165876066,0.3018248624868647,8.25418270884094,77,male,high,645.0,True,3,2,0,little,education,0,0
0.6775064456858199,1.384618098877856,0.985582667175127,0.05628971560570301,2.855428331829736,3.809578339048074,0.9850129847085026,81,male,very_low,853.0,True,3,2,0,rich,radio/TV,0,0
1.901503442955251,0.8120740989289235,1.437961024580677,2.449870751266659,1.361148378484728,2.095674654003398,6.496390814567042,50,male,very_low,228.0,False,4,3,0,,furniture/equipment,1,0
1.011893694609546,1.338226504039277,1.17201008388472,1.79553636737224,1.308026123886135,1.756006581217287,8.015077657859923,77,male,low,279.0,True,0,3,0,quite rich,radio/TV,0,0
1.125131037213105,1.561901218393785,1.262131166836891,0.8709608468821137,0.06805496405017071,0.1021421374093952,3.214751616717219,33,male,high,768.0,True,5,2,1,rich,car,1,0
2.341121706987099,0.7753940440393083,0.6442022895168236,4.324756683437498,9.575689719202298,0.1138939361349075,3.599854709017214,85,male,medium,837.0,False,5,3,0,little,domestic appliances,0,0
0.5452309992497196,0.9269089096126125,0.7686285610893363,0.9277889862730897,1.493592584597534,6.132845779774351,47.17891703909029,45,male,high,233.0,True,0,0,0,little,repairs,1,0
0.6294554163303352,1.826992271589389,0.3228947722259544,1.975859164785009,7.276416503285012,3.753943580738135,70.14092221025422,30,female,high,266.0,,0,0,0,,education,1,0
0.7022600314332507,1.110573723802522,0.4513879983071118,1.633250760140135,1.283345548937123,2.44046858001516,24.5780227556216,27,female,high,313.0,True,5,1,0,little,furniture/equipment,1,0
0.5180212939342629,1.619000443535171,1.148257611660453,0.3661063095601023,0.6239347305967078,0.5782293003019988,5.060575001458737,30,male,high,317.0,True,5,3,0,little,repairs,1,0
0.5376741981631364,1.402803953473123,1.276903777894669,0.2233348320121429,0.6278378240785925,1.47239286961431,20.21229068327914,48,male,high,522.0,True,3,3,0,little,education,0,0
1.269479915410528,1.138968792218641,0.4256831726368037,0.1754912496239061,13.62479274716049,6.144710859537356,3.30470958484096,25,male,high,266.0,True,0,2,0,,domestic appliances,1,0
2.028289323243192,0.9077412145664765,0.2737174598033926,0.1711643470482,0.1651221967722299,2.427036899515892,8.873013890042621,24,male,high,765.0,True,2,2,1,quite rich,vacation/others,1,0
0.8381516505942815,1.239834796415194,1.380142744635291,2.645200893535922,7.732165801381625,0.1223590080923887,7.818353444149,56,male,high,428.0,True,5,3,0,,education,0,0
0.8411943444021973,1.343175391639342,0.361802009740783,1.986352480967177,6.912310672829841,2.268054195261402,56.24503067484176,20,female,medium,871.0,True,5,3,1,quite rich,car,1,0
1.737060588350719,0.6408263016048639,0.6199471494420831,1.825206470193166,3.712016243225371,1.122641503826999,15.53817450230425,79,male,very_low,417.0,True,5,3,0,moderate,business,0,0
0.6000535297793563,1.235893346019178,0.1538819912506242,2.173543087197379,0.1283472453310112,0.3732126725594917,40.82358857253843,20,female,medium,106.0,True,3,3,0,little,car,1,0
2.311243317090562,1.477870417467913,2.511609789355436,0.5914712641450103,0.3683234462513469,2.241763458005556,5.186217166414772,27,male,high,827.0,True,4,3,1,,furniture/equipment,1,0
1.16303642083817,1.065442314080479,0.8983833540822512,0.1359178062962879,1.109346734729711,2.482748525558205,15.2447802750686,45,male,medium,691.0,True,3,4,0,quite rich,domestic appliances,0,0
1.05746851804599,0.9993509833294908,0.6016909658539735,1.296263055422431,2.914112697462684,1.86876044517134,27.71261923254322,83,female,high,907.0,True,1,3,0,rich,car,1,0
0.5275281094262122,1.091711347714876,0.4052710059029592,1.186270969320004,0.3586698125459475,0.4257727975125385,13.65869748869765,77,male,high,174.0,False,0,3,0,little,car,0,0
2.004051164734598,0.7508308019395391,0.4004577301393977,0.777858841462281,0.01429636931069824,0.2991082275082828,19.02794333059229,37,male,high,829.0,False,4,3,0,rich,business,1,0
0.4133011901493959,1.005686815114044,1.500446496525758,0.2372201509537881,0.8211712567916337,2.545958427991538,19.39056990203885,25,female,high,163.0,False,5,4,0,moderate,radio/TV,0,0
0.8599989072997368,0.7247456998287566,0.3057124126365819,1.503344144398054,2.533149544253179,2.182677714759573,35.96189562737818,62,female,high,698.0,True,3,3,0,moderate,vacation/others,0,0
0.3143221435004451,1.468861185499241,1.801566923246524,0.5031886168891433,0.2121410662644445,0.8133089695570046,4.29469338766739,23,male,high,691.0,True,4,3,1,rich,radio/TV,1,0
0.4337600933401508,1.532614968176974,0.874686108634276,0.1912142146855482,0.2354023113701173,1.070451023995408,5.126801616315194,61,male,high,106.0,False,0,0,0,,education,1,0
0.826966744215628,1.143533082693026,0.4773550210181794,3.009395408291688,2.259478207040084,3.579098180442705,25.39864234406389,54,male,high,688.0,True,5,1,0,,domestic appliances,0,0
2.056016790920054,0.8241778156671773,0.3418151015438162,2.296300024753311,2.681946623025838,0.4525424316892316,4.95751242909421,56,male,high,542.0,True,5,3,0,rich,car,0,0
1.296041885943846,1.454336989382122,0.2129613869230713,2.203987999819274,3.682753755991999,0.3762183730872359,3.732216069534411,66,male,high,502.0,False,4,3,0,rich,education,1,0
0.6004772409472919,2.024505459073235,0.7051095093180252,1.526800663989959,1.060457434291222,2.355376153414592,15.73917312466777,61,male,low,266.0,True,0,0,0,,business,1,0
1.114590786275107,0.802055569588946,0.5050821076740721,1.248889013884586,1.122012079056991,1.921536790274313,20.3395907102629,81,female,medium,408.0,True,5,3,0,quite rich,repairs,1,0
2.118003812573714,0.772035320124314,0.356583988351342,1.238196761942532,0.04483582396807882,0.1823634841011927,4.568343847080895,53,male,high,703.0,False,0,0,0,rich,vacation/others,1,0
0.1426458863549379,0.6708231132364568,0.9562002997354243,0.668638640440912,0.01197897010384765,0.1222148328693435,4.636986022433324,56,male,high,504.0,True,5,3,0,rich,car,1,0
0.9958787933253406,0.9441339859409184,1.162758357195346,0.6530038537697053,5.807971912917003,0.7656943801851915,6.549388013815295,42,male,high,151.0,False,5,3,0,little,radio/TV,1,0
0.6800991036413382,1.034125120471766,0.4043892768890698,4.216957753434707,0.6033568056730162,0.07610504172841033,16.09678711786363,81,male,high,292.0,True,5,3,0,rich,repairs,1,0
1.778620081787415,1.079073725457143,0.5215128065165452,2.474474600562785,4.843406434469834,2.389076854151706,25.77538547797693,42,male,medium,417.0,True,1,1,0,moderate,repairs,0,0
0.736847053317551,1.50311194856161,1.821973381954806,1.470792616612444,1.462509056054315,1.794153819982392,3.796609991239838,41,male,medium,163.0,True,2,2,0,moderate,car,1,0
0.971076764080751,0.667663167232495,0.8924233105549492,1.347365392294041,4.458677081970748,0.376826603224984,5.71769747752028,53,male,medium,812.0,True,5,1,0,,business,0,0
0.5028894307232542,0.8542193745004559,0.75654821863654,1.160323635962649,2.011731449662017,3.703054072900354,21.90238523434028,79,female,high,266.0,,0,0,0,moderate,domestic appliances,1,0
0.8476436374470192,0.9740965453821113,0.4496011067873402,2.348174680461381,4.826124089677509,2.41395833693342,24.54732431103255,36,male,high,918.0,True,2,3,0,moderate,radio/TV,1,0
1.960044352858527,0.68917255592183,0.5310368358521833,1.870900400739032,4.391611438010925,2.198024344233,14.62710156416693,22,male,high,910.0,True,2,2,1,little,repairs,0,0
1.798348698120471,0.9732710031367263,0.3974262056672473,1.56116859009801,0.3171150350802502,0.2656633322210172,11.680082858394,58,male,high,806.0,True,1,2,0,little,education,1,0
0.7722917150635582,0.5078990932088973,0.6438217406156178,1.511266265967451,3.124421865521264,2.313624006130919,25.3239969745385,33,female,high,792.0,True,5,3,1,quite rich,furniture/equipment,1,0
1.385839804543742,1.420639693395004,0.6018252525526309,1.178847734536217,2.630562434649826,3.63650506382498,29.85840429773241,41,male,high,871.0,True,5,1,0,little,radio/TV,0,0
0.707064275446711,0.9647927457917828,0.6591830126235884,0.7241566627176443,1.044987812186124,0.7862949240617861,6.480699012353938,24,male,high,643.0,False,0,0,1,rich,car,0,0
0.9501485812338816,1.511338130208842,0.8815023871735976,0.628543941767037,0.5142103077372517,0.4788022440037932,9.656449511251802,20,male,high,801.0,True,4,3,1,,domestic appliances,1,0
0.9053716515816359,0.671471789144888,2.021508826334892,0.5254118678096965,0.9294633743367585,1.219149109941303,4.319445435111693,72,male,high,466.0,False,3,3,0,quite rich,radio/TV,1,0
0.8650771628574451,0.7015480303009483,0.4753517932631729,0.2666507771617239,0.2080645101139868,1.367945895970637,6.042593240373398,26,male,medium,751.0,True,1,2,1,little,radio/TV,1,0
1.749935816584504,1.291354039804669,0.311459695188888,2.533891471756327,4.106819930893423,6.421366241472342,61.25297946024457,68,female,high,396.0,True,5,4,0,little,vacation/others,1,0
0.9309899833117131,0.7717957181586613,0.4583645362523758,1.905842214336151,0.02670505765740908,0.08491752702049926,13.96730764848721,35,male,low,876.0,True,5,2,0,moderate,vacation/others,1,0
0.7639914883912243,1.823173243245812,0.5051586256213804,1.425538552461661,3.363484888648338,3.367444078007494,45.53973538086174,44,male,high,656.0,False,5,2,0,moderate,education,0,0
0.6550409107385796,0.8365377706365472,0.6222128350781917,1.20826483325092,10.39102254363914,0.7770480833540565,3.829163131271149,58,male,high,180.0,True,1,3,0,quite rich,car,1,0
0.5703428032371634,0.9045406536380632,1.578841117084567,1.024800510531706,0.7571029270054194,2.951036070047345,8.236096286922475,84,male,high,599.0,True,5,3,0,,furniture/equipment,1,0
1.015198992221609,1.122630119000764,0.9315894049656974,0.9845183127103777,2.250673960648697,0.3705529612659647,3.743592792409372,62,male,medium,456.0,True,1,4,0,rich,repairs,1,0
0.48622558310472,1.212727248408179,0.7410490422222138,0.2664720007589292,2.228922441700011,1.847829433110835,7.512984557031681,36,male,medium,796.0,True,3,2,0,moderate,furniture/equipment,1,0
3.806285929924245,1.054343372047349,1.13755894376299,1.237938754299176,1.123834358779689,4.795864902864158,25.13939578184609,29,male,high,320.0,False,5,3,0,,car,0,1
0.7417553041927355,0.7031230794877833,0.633948301799912,1.940621214792038,1.460224180037323,8.5316896213633,43.67362762256751,35,male,medium,760.0,True,3,3,0,moderate,car,1,0
0.2583839181497192,1.061341088984761,1.401493348472545,1.469461270918839,0.7243777409251522,1.467076810345826,5.36813396851448,79,male,high,817.0,True,1,2,0,moderate,furniture/equipment,1,0
1.038206514816415,0.848126179879992,0.8570757455263532,0.8932495626823828,2.088314108389216,0.964009409371633,11.2148171240358,76,male,high,869.0,True,5,3,0,rich,radio/TV,1,0
1.25410760908039,0.9723333861936725,1.386460713399866,0.8654053917829175,1.291590148332717,1.361126882405375,7.236106840361174,54,male,high,866.0,True,5,3,0,moderate,repairs,0,0
0.6472513313696018,1.576864441453491,1.60854330813531,0.6317842980581891,5.205441509679103,0.5003651130446698,3.026831681835707,73,male,medium,601.0,False,0,0,0,little,car,1,0
0.7497297645481963,0.9914337274514515,0.9069909115515986,0.4618126080384873,0.5992408261664219,0.4463597725168915,0.5118983040821482,73,male,medium,641.0,False,5,3,0,rich,car,0,0
1.374829124994121,1.573400997442673,1.035018834471843,1.809348973870824,2.378973496107048,1.608676074003164,5.695247782410497,68,male,high,266.0,True,0,0,0,little,repairs,1,0
0.5262455411919015,0.9558672679389552,0.3285634671437318,1.637848350668177,4.794039893226371,1.964365135120046,48.18520947176378,45,male,very_low,266.0,True,1,3,0,,car,1,0
1.616529678792667,0.9667411085235239,0.5762750628146753,0.3668346321171863,6.420077153645699,2.847527826746162,19.12831123004274,80,female,medium,243.0,True,5,4,0,moderate,car,1,0
0.2572801013806628,2.437589108869734,0.4193020064460366,2.790278998046205,4.681505714197356,0.6665562724956309,5.618873897095117,23,male,medium,,True,5,4,1,little,vacation/others,1,0
1.20328042428258,1.027803458844034,0.8308208661008311,2.612746591317634,3.047510279015951,2.173799399959366,15.8037509661446,50,male,low,207.0,True,4,2,0,moderate,education,1,0
0.2261834900920185,1.02364140234199,0.4252273682208508,2.220252597672183,3.339313471319061,2.627549476416772,16.18181057634525,27,male,low,218.0,True,5,3,0,little,radio/TV,1,0
1.221551907531992,1.066696556196324,0.5557045392507863,1.895166083111388,3.389503327968798,3.131836727106677,25.91354463368532,19,female,high,275.0,False,3,3,0,little,furniture/equipment,1,0
0.9182975963210941,1.638099539516625,0.5866160249261114,0.9126887891134318,2.709463762717752,2.072339861971212,35.7911676453262,69,female,high,317.0,True,5,3,0,moderate,education,0,0
1.929390586814643,0.669502389081187,0.6813067002814274,0.8420326039397348,0.6747117577626762,0.5354963332021316,12.61194217785394,78,male,medium,573.0,True,5,3,0,quite rich,radio/TV,1,0
1.409383809344941,0.5589673210540372,0.6610606412957988,0.1833011532228354,2.584932628194311,2.985434724781845,9.031062664285468,74,male,high,324.0,True,0,0,0,quite rich,business,0,0
1.018085859002645,0.709195997497809,0.6771645679393485,0.06790345107932817,0.5163072931224555,2.888668213622402,1.596408656218822,52,male,high,751.0,True,4,2,0,little,furniture/equipment,1,0
